,val_loss,loss
0,0.006582160511849604,0.001493572427700543
1,0.008128740231364241,0.001606048564932122
2,0.0129551060575371,0.0016150094960195698
3,0.006618559341505816,0.0010281457715875606
4,0.008149500166635133,0.0008830524121967652
5,0.005557784824405745,0.000825858441717267
6,0.0023238570853815568,0.0006179511192828276
7,0.0005497342103303203,0.0003666734417968271
8,0.00021563456519086484,0.00020997264797795767
9,0.0003308336062622806,0.00016520118229825334
10,0.0009669148397127477,0.000111146774155995
11,0.0013457597466286744,6.828183760852335e-05
12,0.0013577304756230053,5.1648854197070625e-05
13,0.0012567295971166459,4.61223273866629e-05
14,0.0011322649671557075,4.2745339274897406e-05
15,0.0010035693522796566,4.031000776025101e-05
16,0.0008778660560185219,3.8532642176393316e-05
17,0.0007597580770379864,3.7265536297448626e-05
18,0.000652034147808283,3.639475900921436e-05
19,0.0005560822394020053,3.585415362162874e-05
20,0.0004724365494944828,3.560675216630946e-05
21,0.00040087229798599664,3.564326222304894e-05
22,0.00034075353950255603,3.5964391099616766e-05
23,0.00029120152329495695,3.6594091989312295e-05
24,0.0002512330296061312,3.7567772286430046e-05
25,0.00021986184674460674,3.893708313847015e-05
26,0.00019618319563758431,4.076974465250073e-05
27,0.0001794711333786836,4.3149942847928315e-05
28,0.00016925004880855946,4.6175235501295674e-05
29,0.00016536135919725185,4.993804089479351e-05
30,0.00016794100712205464,5.448151811105195e-05
31,0.0001772425621311413,5.9708925790358815e-05
32,0.00019324070470045425,6.524900846897664e-05
33,0.0002151456693455758,7.03442577371257e-05
34,0.00024104111980705056,7.39312177878014e-05
35,0.0002677028159167902,7.506310225366975e-05
36,0.00029092579340309993,7.350993199819631e-05
37,0.00030697664098827064,6.999773192396534e-05
38,0.00031440953656177345,6.577232311745804e-05
39,0.0003142988742992101,6.19008538576127e-05
40,0.00030903863929173286,5.892369087837234e-05
41,0.0003011269313396446,5.694639127358706e-05
42,0.0002925946990015089,5.586598205790683e-05
43,0.00028489191815121256,5.552273376380949e-05
44,0.0002789600097862098,5.5758105337094404e-05
45,0.00027533649416808557,5.642049949431593e-05
46,0.00027417850004793663,5.735419589874764e-05
47,0.00027530278081637033,5.8385033319823765e-05
48,0.00027818397878339357,5.932091716228336e-05
49,0.0002819816195874915,5.9967381150981494e-05
50,0.0002856669002034727,6.0161250011313785e-05
51,0.00028818083188121416,5.981421487952553e-05
52,0.00028867587085793883,5.894035918976536e-05
53,0.0002866914140516504,5.765583270257163e-05
54,0.000282227662561733,5.6141935371707196e-05
55,0.00027568611161162454,5.459344888476058e-05
56,0.0002677289938017364,5.317616266407861e-05
57,0.0002591190885949699,5.200619450112197e-05
58,0.0002505912317347894,5.1149238943823475e-05
59,0.000242781944406387,5.062938816552337e-05
