,val_loss,loss
0,0.003673155127065305,0.0005601216748888372
1,0.00296543549393391,0.0004443832554341486
2,0.003340844070407911,0.0007201383667742735
3,0.0036447605283835096,0.000564887752246759
4,0.005551350711736329,0.0006203774126482209
5,0.004431985137519708,0.0006586342117442831
6,0.00409375725788171,0.0008849744052540935
7,0.007549232278203514,0.0012278530607356295
8,0.00790698256999652,0.0012009853596714303
9,0.004012197343551331,0.0008580344476691876
10,0.000844209137691602,0.00048073453153835404
11,0.00037935813137816393,0.0002537496553992546
12,0.00202153337454547,0.00010868143663800124
13,0.0015001979408377035,4.605300666012831e-05
14,0.0011469446026239893,4.233329927346169e-05
15,0.0008740516254116907,3.757482460902598e-05
16,0.0006660457555274965,3.4451997659310524e-05
17,0.0005055040967363311,3.188630185175849e-05
18,0.00038271588770536863,2.9990272580274225e-05
19,0.0002894175407467022,2.8451334797459442e-05
20,0.00021936925554655318,2.7230247426968764e-05
21,0.00016749567794249742,2.6218649390625385e-05
22,0.00012968858303944822,2.5365069343366622e-05
23,0.00010264489662858978,2.4615902857867364e-05
24,8.373761412864648e-05,2.392901942162363e-05
25,7.092924132242236e-05,2.326609781509103e-05
26,6.26923310088993e-05,2.2594984471119724e-05
27,5.794924944287535e-05,2.1892645932197906e-05
28,5.599726296168228e-05,2.115214279063323e-05
29,5.635777586121549e-05,2.0390802022374613e-05
30,5.848598103360322e-05,1.9653500132502134e-05
31,6.143341306596994e-05,1.900158360564197e-05
32,6.391294524140297e-05,1.8483943577301897e-05
33,6.49431447641291e-05,1.811018478183031e-05
34,6.431275530379328e-05,1.7852666022121075e-05
35,6.236105226283446e-05,1.767183789495102e-05
36,5.959143387220441e-05,1.7537116765364493e-05
37,5.649605518935156e-05,1.7432960215902543e-05
38,5.351365367308366e-05,1.7356281300633606e-05
39,5.1021530149834384e-05,1.7312611619663508e-05
40,4.9337244945490966e-05,1.7313488655751376e-05
41,4.874744917060525e-05,1.7374219607341935e-05
42,4.956924054984787e-05,1.75108217598715e-05
43,5.222756040742146e-05,1.77361860418397e-05
44,5.7297446251898997e-05,1.8055679799845274e-05
45,6.54545433462772e-05,1.8464064398632783e-05
46,7.733444920177135e-05,1.8945842604707215e-05
47,9.337417551099254e-05,1.947982028440377e-05
48,0.00011370222731936035,2.0045849810388216e-05
49,0.00013811565975174744,2.062934195382711e-05
