,val_loss,loss
0,0.0029563768639491173,0.0006908942421628757
1,0.0032820602387649465,0.0009157438651034004
2,0.003983358861281279,0.0008491101295835309
3,0.004291943516060807,0.0006278216370382703
4,0.00550814383617156,0.0006513570568746235
5,0.006025894233744111,0.0005878640576535802
6,0.007664313637784896,0.0006113877753146695
7,0.005184398638145164,0.0005894209041001949
8,0.008702349288038628,0.0009516471121417679
9,0.011995934319808535,0.0013209005165248182
10,0.006703008556542045,0.0011140291232017128
11,0.00490614919848061,0.0008858713262601954
12,0.001966120285639287,0.0006041651498115009
13,8.463336181800211e-05,0.00034457787627423215
14,0.0022585145481267923,0.00015001384919577848
15,0.0017616829992827359,5.6869877255269783e-05
16,0.001307929904366271,3.7176136805805675e-05
17,0.000995127224390065,3.948835932017305e-05
18,0.0007285258792156432,3.082425774361013e-05
19,0.0005402662814049108,3.042842542430577e-05
20,0.0003964064071624307,2.736882554266345e-05
21,0.0002916478489775424,2.6259998707986303e-05
22,0.00021536013749331082,2.494718310281083e-05
23,0.00016055903953808107,2.406909114342924e-05
24,0.00012187865676575409,2.3317029828998105e-05
25,9.498619400953127e-05,2.271136515987885e-05
26,7.663929507846963e-05,2.21927573474372e-05
27,6.434507455802911e-05,2.1733659638275158e-05
28,5.627417556297587e-05,2.1306492551539623e-05
29,5.112259759698645e-05,2.088985432481698e-05
30,4.801146981966061e-05,2.046767715743724e-05
31,4.640318472108144e-05,2.0031278565606354e-05
32,4.60009418172073e-05,1.958199876054131e-05
33,4.662263199861627e-05,1.9131638589208196e-05
34,4.803359081506642e-05,1.8701011860584478e-05
35,4.9834677421737673e-05,1.8312576331605185e-05
36,5.1520486692879786e-05,1.7981844928436515e-05
37,5.267461985643725e-05,1.771207558390792e-05
38,5.310524657412922e-05,1.7496007460904158e-05
39,5.28247019057441e-05,1.7322051342127386e-05
40,5.1971941009772614e-05,1.7179980858185898e-05
41,5.075667820619856e-05,1.7064250899628244e-05
42,4.942614198929126e-05,1.697501456260268e-05
43,4.82466223843403e-05,1.6917356404950946e-05
44,4.7486850462519214e-05,1.6900621275203088e-05
45,4.742319932423319e-05,1.6936479197327376e-05
46,4.83647838317817e-05,1.7037188624209347e-05
47,5.06978165617511e-05,1.7212742894237087e-05
48,5.492751131441764e-05,1.7468021671965332e-05
49,6.167501313332953e-05,1.780084925557595e-05
